rank,keyword,suggested_title,suggested_slug,cluster,intent,funnel,coverage_action,opportunity_score,demand_score,gap_score,business_fit_score,confidence,trend,sources,monthly_searches,monthly_searches_raw,keyword_planner_competition,planner_change,gsc_impressions,gsc_clicks,gsc_ctr,gsc_position,gsc_page,stack_views,stack_questions,serp_competition_score,serp_exact_titles,serp_strong_domains,serp_user_domain_rank,existing_similarity,existing_title,existing_url,mentioned_in_body,course_url,reason,discovery_queries
11,mixed integer linear programming,آموزش mixed integer linear programming با Python/Pyomo؛ از مدل تا کد,mixed-integer-linear-programming,مدل‌سازی و تحقیق در عملیات,کدنویسی,بررسی راه‌حل,محتوای جدید,55.3,17.0,84.8,100.0,متوسط,تکرار مشاهده,Bing,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0,,0,0,0,0.0818,Optimization Expert Persian Course Website,local://README.md,True,https://optimizationexpert.github.io/posts/2026/06/21/optimization-modeling-course/,سیگنال در Bing؛ تکرار مشاهده؛ رقابت SERP اندازه‌گیری نشده؛ فقط در متن سایت اشاره شده و صفحه متمرکز ندارد,Bing: mixed integer linear programming python error | Bing: mixed integer linear programming python | Bing: mixed integer programming python
12,is mixed integer programming convex,آموزش is mixed integer programming convex با Python/Pyomo؛ از مدل تا کد,is-mixed-integer-programming-convex,مدل‌سازی و تحقیق در عملیات,کدنویسی,بررسی راه‌حل,محتوای جدید,55.1,19.0,81.3,100.0,کم,جدید امروز,Google Search,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0,,0,0,0,0.1169,Optimization Expert Persian Course Website,local://README.md,True,https://optimizationexpert.github.io/posts/2026/06/21/optimization-modeling-course/,سیگنال در Google Search؛ جدید امروز؛ رقابت SERP اندازه‌گیری نشده؛ فقط در متن سایت اشاره شده و صفحه متمرکز ندارد,Google Search: what is mixed integer programming
13,mixed integer non linear programming python,آموزش mixed integer non linear programming python با Python/Pyomo؛ از مدل تا کد,mixed-integer-non-linear-programming-python,مدل‌سازی و تحقیق در عملیات,کدنویسی,بررسی راه‌حل,محتوای جدید,54.8,17.1,83.1,100.0,کم,تکرار مشاهده,Google Search,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0,,0,0,0,0.0988,Optimization Expert Persian Course Website,local://README.md,True,https://optimizationexpert.github.io/posts/2026/06/21/optimization-modeling-course/,سیگنال در Google Search؛ تکرار مشاهده؛ رقابت SERP اندازه‌گیری نشده؛ فقط در متن سایت اشاره شده و صفحه متمرکز ندارد,Google Search: mixed integer linear programming python
14,what is mixed integer quadratic programming,what is mixed integer quadratic programming؛ تعریف ساده، مدل ریاضی و مثال کاربردی,what-is-mixed-integer-quadratic-programming,مدل‌سازی و تحقیق در عملیات,تعریف و مفهوم,آگاهی,محتوای جدید,54.7,20.2,83.8,91.0,کم,جدید امروز,Google Search,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0,,0,0,0,0.0918,Optimization Expert Persian Course Website,local://README.md,True,https://optimizationexpert.github.io/posts/2026/06/21/optimization-modeling-course/,سیگنال در Google Search؛ جدید امروز؛ رقابت SERP اندازه‌گیری نشده؛ فقط در متن سایت اشاره شده و صفحه متمرکز ندارد,Google Search: what is mixed integer programming
15,what is an integer programming,what is an integer programming؛ تعریف ساده، مدل ریاضی و مثال کاربردی,what-is-an-integer-programming,مدل‌سازی و تحقیق در عملیات,تعریف و مفهوم,آگاهی,محتوای جدید,53.9,18.2,84.4,91.0,کم,جدید امروز,Bing,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0,,0,0,0,0.0857,آموزش VRP در Python | ۲۰ پروژه عملی مسیریابی و بهینه‌سازی,https://optimizationexpert.github.io/posts/2026/06/24/vrp-python-course/,True,https://optimizationexpert.github.io/posts/2026/06/21/optimization-modeling-course/,سیگنال در Bing؛ جدید امروز؛ رقابت SERP اندازه‌گیری نشده؛ فقط در متن سایت اشاره شده و صفحه متمرکز ندارد,Bing: what is mixed integer programming | Bing: how to what is mixed integer programming
16,linear programming python tutorial,آموزش linear programming python tutorial با Python/Pyomo؛ از مدل تا کد,linear-programming-python-tutorial,مدل‌سازی و تحقیق در عملیات,کدنویسی,بررسی راه‌حل,محتوای جدید,53.5,14.6,82.8,100.0,متوسط,تکرار مشاهده,Bing,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0,,0,0,0,0.1023,گزارش فرصت‌های SEO — 2026-07-30,https://optimizationexpert.github.io/seo_opportunity_output/seo_opportunity_report_2026-07-30.html,True,https://optimizationexpert.github.io/posts/2026/06/21/optimization-modeling-course/,سیگنال در Bing؛ تکرار مشاهده؛ رقابت SERP اندازه‌گیری نشده؛ فقط در متن سایت اشاره شده و صفحه متمرکز ندارد,Bing: linear programming python
17,what is mixed integer programming problem,what is mixed integer programming problem؛ تعریف ساده، مدل ریاضی و مثال کاربردی,what-is-mixed-integer-programming-problem,مدل‌سازی و تحقیق در عملیات,تعریف و مفهوم,آگاهی,محتوای جدید,52.4,23.4,71.9,91.0,کم,جدید امروز,Google Search,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0,,0,0,0,0.2106,آموزش VRP در Python | ۲۰ پروژه عملی مسیریابی و بهینه‌سازی,https://optimizationexpert.github.io/posts/2026/06/24/vrp-python-course/,True,https://optimizationexpert.github.io/posts/2026/06/21/optimization-modeling-course/,سیگنال در Google Search؛ جدید امروز؛ رقابت SERP اندازه‌گیری نشده؛ فقط در متن سایت اشاره شده و صفحه متمرکز ندارد,Google Search: how to what is mixed integer programming | Google Search: what is mixed integer programming
18,mixed integer linear programming solver python,آموزش mixed integer linear programming solver python با Python/Pyomo؛ از مدل تا کد,mixed-integer-linear-programming-solver-python,مدل‌سازی و تحقیق در عملیات,کدنویسی,بررسی راه‌حل,محتوای جدید,51.9,18.5,71.9,100.0,متوسط,تکرار مشاهده,Google Search,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0,,0,0,0,0.2111,گزارش فرصت‌های SEO — 2026-07-30,https://optimizationexpert.github.io/seo_opportunity_output/seo_opportunity_report_2026-07-30.html,True,https://optimizationexpert.github.io/posts/2026/06/21/optimization-modeling-course/,سیگنال در Google Search؛ تکرار مشاهده؛ رقابت SERP اندازه‌گیری نشده؛ فقط در متن سایت اشاره شده و صفحه متمرکز ندارد,Google Search: mixed integer linear programming python | Google Search: mixed integer programming python
19,what is mixed integer optimization,what is mixed integer optimization؛ تعریف ساده، مدل ریاضی و مثال کاربردی,what-is-mixed-integer-optimization,مدل‌سازی و تحقیق در عملیات,تعریف و مفهوم,آگاهی,محتوای جدید,48.5,20.0,64.6,91.0,کم,جدید امروز,Bing,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0,,0,0,0,0.2841,دوره مدل‌سازی عدم قطعیت | Stochastic، Robust، Fuzzy و IGDT,https://optimizationexpert.github.io/posts/2026/06/23/uncertainty-modeling-course/,True,https://optimizationexpert.github.io/posts/2026/06/21/optimization-modeling-course/,سیگنال در Bing؛ جدید امروز؛ رقابت SERP اندازه‌گیری نشده؛ فقط در متن سایت اشاره شده و صفحه متمرکز ندارد,Bing: how to what is mixed integer programming | Bing: what is mixed integer programming
20,integer linear programming problem,آموزش integer linear programming problem با Python/Pyomo؛ از مدل تا کد,integer-linear-programming-problem,مدل‌سازی و تحقیق در عملیات,کدنویسی,بررسی راه‌حل,محتوای جدید,47.7,10.5,70.9,100.0,متوسط,تکرار مشاهده,Bing,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0,,0,0,0,0.2215,آموزش VRP در Python | ۲۰ پروژه عملی مسیریابی و بهینه‌سازی,https://optimizationexpert.github.io/posts/2026/06/24/vrp-python-course/,True,https://optimizationexpert.github.io/posts/2026/06/21/optimization-modeling-course/,سیگنال در Bing؛ تکرار مشاهده؛ رقابت SERP اندازه‌گیری نشده؛ فقط در متن سایت اشاره شده و صفحه متمرکز ندارد,Bing: mixed integer linear programming python error
21,linear programming python pulp,آموزش linear programming python pulp با Python/Pyomo؛ از مدل تا کد,linear-programming-python-pulp,مدل‌سازی و تحقیق در عملیات,کدنویسی,بررسی راه‌حل,محتوای جدید,45.6,31.4,89.3,100.0,متوسط,تکرار مشاهده,Google Search، YouTube,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0,,0,0,0,0.1071,گزارش فرصت‌های SEO — 2026-07-30,https://optimizationexpert.github.io/seo_opportunity_output/seo_opportunity_report_2026-07-30.html,False,https://optimizationexpert.github.io/posts/2026/06/21/optimization-modeling-course/,سیگنال در Google Search، YouTube؛ تکرار مشاهده؛ رقابت SERP اندازه‌گیری نشده؛ صفحه متمرکز مشابه پیدا نشد,Google Search: linear programming python | YouTube: linear programming python
22,linear programming python library,آموزش linear programming python library با Python/Pyomo؛ از مدل تا کد,linear-programming-python-library,مدل‌سازی و تحقیق در عملیات,کدنویسی,بررسی راه‌حل,محتوای جدید,44.1,32.5,82.7,100.0,متوسط,تکرار مشاهده,Google Search، Bing,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0,,0,0,0,0.1034,گزارش فرصت‌های SEO — 2026-07-30,https://optimizationexpert.github.io/seo_opportunity_output/seo_opportunity_report_2026-07-30.html,True,https://optimizationexpert.github.io/posts/2026/06/21/optimization-modeling-course/,سیگنال در Google Search، Bing؛ تکرار مشاهده؛ رقابت SERP اندازه‌گیری نشده؛ فقط در متن سایت اشاره شده و صفحه متمرکز ندارد,Bing: linear programming python | Google Search: linear programming python
23,mixed integer quadratic programming python,آموزش mixed integer quadratic programming python با Python/Pyomo؛ از مدل تا کد,mixed-integer-quadratic-programming-python,مدل‌سازی و تحقیق در عملیات,کدنویسی,بررسی راه‌حل,محتوای جدید,43.8,31.2,83.8,100.0,متوسط,تکرار مشاهده,Google Search، Bing,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0,,0,0,0,0.0923,Solver خوب بدون رنگ برای Pyomo؟ سه راهکار عملی,local://_posts/2026-06-19-pyomosolvers.md,True,https://optimizationexpert.github.io/posts/2026/06/21/optimization-modeling-course/,سیگنال در Google Search، Bing؛ تکرار مشاهده؛ رقابت SERP اندازه‌گیری نشده؛ فقط در متن سایت اشاره شده و صفحه متمرکز ندارد,Bing: mixed integer programming python | Google Search: mixed integer programming python
